Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,,,,,,,,,
Informations à l'échelle de la commune,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Code commune,Nom commune,Code région,Code département,Siren EPCI,Logements,Établissements,Zones très denses,Engagements L. 33-13,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,OI 2018 T1
84134,Travaillan,93,84,248400160, 319    , 20    , -    , -    , -    , -    , -    ,
02746,Travecy,32,02,200071785, 320    , 5    , -    , -    , -    , 1    , -    ,AISN
32454,Traversères,76,32,200072320, 39    , 1    , -    , -    , -    , 1    , -    ,
70504,Traves,27,70,247000367, 198    , 7    , -    , -    , -    , 1    , -    ,
79332,Trayes,75,79,200040244, 69    , 4    , -    , -    , -    , 1    , -    ,
56253,Tréal,53,56,200066785, 447    , 11    , -    , -    , -    , 1    , -    ,
50604,Tréauville,28,50,200067205, 374    , 13    , -    , -    , -    , 1    , -    ,
29282,Trébabu,53,29,242900074, 168    , 6    , -    , -    , -    , 1    , -    ,
03287,Treban,84,03,200071496, 251    , 11    , -    , -    , -    , 1    , -    ,
81302,Tréban,76,81,200040905, 33    , -    , -    , -    , -    , 1    , -    ,
81303,Trébas,76,81,248100497, 342    , 9    , -    , -    , -    , 1    , 1    ,
22342,Trébédan,53,22,200068989, 208    , 3    , -    , -    , -    , 1    , -    ,
11397,Trèbes,76,11,200035715, 2 812    , 160    , -    ,FRTE , -    , -    , -    ,
22343,Trébeurden,53,22,200065928, 3 341    , 70    , -    , -    , -    , -    , -    ,
65451,Trébons,76,65,246500482, 380    , 10    , -    , -    , 1    , -    , 1    ,
31559,Trébons-de-Luchon,76,31,200072635, 16    , 1    , -    , -    , -    , 1    , 1    ,
31560,Trébons-sur-la-Grasse,76,31,200071298, 171    , 9    , -    , -    , -    , 1    , -    ,
22344,Trébrivan,53,22,242200715, 416    , 10    , -    , -    , -    , 1    , -    ,THDB
22345,Trébry,53,22,200069391, 469    , 13    , -    , -    , -    , 1    , -    ,
21643,Tréclun,27,21,200070902, 169    , 5    , -    , -    , -    , 1    , -    ,
51578,Trécon,44,51,200067684, 36    , 8    , -    , -    , -    , 1    , -    ,
22346,Trédaniel,53,22,200069391, 418    , 20    , -    , -    , -    , 1    , -    ,
22347,Trédarzec,53,22,200065928, 651    , 29    , -    , -    , -    , -    , -    ,
22348,Trédias,53,22,200069391, 287    , 8    , -    , -    , -    , 1    , -    ,
56254,Trédion,53,56,200067932, 612    , 20    , -    ,FRTE , -    , 1    , -    ,VANN
22349,Trédrez-Locquémeau,53,22,200065928, 1 150    , 20    , -    , -    , -    , 1    , -    ,
22350,Tréduder,53,22,200065928, 149    , 1    , -    , -    , -    , 1    , -    ,
02747,Trefcon,32,02,240200493, 38    , 2    , -    , -    , -    , 1    , -    ,AISN
35340,Treffendel,53,35,243500618, 539    , 26    , -    , -    , -    , 1    , -    ,
29284,Treffiagat,53,29,242900702, 1 807    , 42    , -    , -    , -    , -    , -    ,
44208,Treffieux,52,44,244400537, 391    , 19    , -    , -    , -    , 1    , -    ,
56255,Treffléan,53,56,200067932, 886    , 28    , -    ,FRTE , -    , 1    , -    ,VANN
38513,Treffort,84,38,200030658, 118    , 4    , -    , -    , -    , 1    , 1    ,
22351,Treffrin,53,22,242900744, 271    , 6    , -    , -    , -    , -    , -    ,THDB
29285,Tréflaouénan,53,29,200067072, 272    , 12    , -    , -    , -    , 1    , -    ,
29286,Tréflévénez,53,29,242900801, 122    , 8    , -    , -    , -    , 1    , -    ,
29287,Tréflez,53,29,200067072, 657    , 22    , -    , -    , -    , 1    , -    ,
51579,Tréfols,44,51,245100888, 93    , 4    , -    , -    , -    , 1    , -    ,
22352,Tréfumel,53,22,200068989, 148    , 4    , -    , -    , -    , 1    , -    ,
29288,Trégarantec,53,29,242900793, 238    , 7    , -    , -    , -    , 1    , -    ,
29289,Trégarvan,53,29,200067247, 132    , 4    , -    , -    , -    , 1    , -    ,
22353,Trégastel,53,22,200065928, 2 642    , 61    , -    , -    , -    , -    , -    ,
22354,Tréglamus,53,22,200067981, 484    , 20    , -    , -    , -    , 1    , -    ,
29290,Tréglonou,53,29,242900553, 296    , 8    , -    , -    , -    , 1    , -    ,
22356,Trégomeur,53,22,200069086, 427    , 14    , -    , -    , -    , 1    , -    ,
22358,Trégonneau,53,22,200067981, 240    , 7    , -    , -    , -    , 1    , -    ,
29291,Trégourez,53,29,242900561, 535    , 15    , -    , -    , -    , 1    , -    ,
22359,Trégrom,53,22,200065928, 302    , 4    , -    , -    , -    , 1    , -    ,
29292,Tréguennec,53,29,242900702, 269    , 6    , -    , -    , -    , 1    , -    ,
22360,Trégueux,53,22,200069409, 3 893    , 319    , -    ,FRTE , -    , -    , -    ,FRTE
22361,Tréguidel,53,22,200069086, 335    , 9    , -    , -    , -    , 1    , -    ,
22362,Tréguier,53,22,200065928, 1 552    , 113    , -    , -    , -    , -    , -    ,
29293,Trégunc,53,29,242900769, 4 860    , 129    , -    , -    , -    , -    , -    ,
41263,Tréhet,24,41,200072072, 111    , 2    , -    , -    , -    , 1    , -    ,
56256,Tréhorenteuc,53,56,200066777, 108    , 9    , -    , -    , -    , 1    , -    ,
19269,Treignac,75,19,200066645, 1 265    , 56    , -    , -    , -    , 1    , 1    ,
03288,Treignat,84,03,240300657, 353    , 7    , -    , -    , -    , 1    , -    ,
89420,Treigny,27,89,200067130, 821    , 25    , -    , -    , -    , 1    , -    ,
11398,Treilles,76,11,241100593, 189    , 9    , -    , -    , -    , 1    , -    ,
45328,Treilles-en-Gâtinais,24,45,244500419, 165    , 7    , -    , -    , -    , 1    , -    ,
44209,Treillières,52,44,244400503, 3 217    , 251    , -    , -    , -    , -    , -    ,
52494,Treix,44,52,200068658, 109    , 1    , -    ,FRTE , -    , 1    , -    ,
85295,Treize-Septiers,52,85,200070233, 1 234    , 64    , -    , -    , -    , 1    , -    ,
85296,Treize-Vents,52,85,248500662, 546    , 19    , -    , -    , -    , 1    , -    ,
82183,Tréjouls,76,82,200040418, 157    , 7    , -    , -    , -    , 1    , -    ,
48192,Trélans,76,48,200069268, 96    , 3    , -    , -    , -    , 1    , 1    ,
49353,Trélazé,52,49,244900015, 5 942    , 288    , -    ,FRTE , -    , -    , -    ,FRTE
22363,Trélévern,53,22,200065928, 986    , 25    , -    , -    , -    , -    , -    ,
42313,Trelins,84,42,200065886, 301    , 12    , -    , -    , -    , -    , 1    ,THD4
24557,Trélissac,75,24,200040392, 3 661    , 270    , -    ,FRTE , -    , -    , -    ,FRTE
22364,Trélivan,53,22,200068989, 1 241    , 26    , -    , -    , -    , -    , -    ,
50605,Trelly,28,50,200067023, 350    , 7    , -    , -    , -    , 1    , -    ,
59601,Trélon,32,59,200043404, 1 269    , 47    , -    , -    , -    , -    , -    ,
02748,Trélou-sur-Marne,32,02,200072031, 534    , 45    , -    , -    , -    , 1    , -    ,
29295,Trémaouézan,53,29,242900801, 217    , 9    , -    , -    , -    , 1    , -    ,
22365,Trémargat,53,22,242200715, 101    , 8    , -    , -    , -    , 1    , -    ,
76710,Trémauville,28,76,200010700, 53    , 3    , -    , -    , -    , 1    , -    ,
35341,Tremblay,53,35,200070688, 741    , 32    , -    , -    , -    , 1    , -    ,THDB
93073,Tremblay-en-France,11,93,200054781, 13 351    , 1 380    , -    ,SFR0 , -    , -    , -    ,SFR0
28393,Tremblay-les-Villages,24,28,200040277, 975    , 52    , -    , -    , -    , 1    , -    ,
54532,Tremblecourt,44,54,200070563, 87    , 5    , -    , -    , -    , 1    , -    ,
08459,Tremblois-lès-Carignan,44,08,240800847, 64    , 3    , -    , -    , -    , 1    , -    ,
08460,Tremblois-lès-Rocroi,44,08,200067759, 73    , 6    , -    , -    , -    , 1    , -    ,
35342,Trémeheuc,53,35,243500733, 176    , 3    , -    , -    , -    , 1    , -    ,
22366,Trémel,53,22,200065928, 296    , 10    , -    , -    , -    , 1    , -    ,
49355,Trémentines,52,49,200071678, 1 194    , 52    , -    ,FRTE , -    , -    , -    ,
29296,Tréméoc,53,29,242900702, 637    , 13    , -    , -    , -    , -    , -    ,
22368,Tréméreuc,53,22,243500725, 347    , 11    , -    , -    , -    , -    , -    ,
57677,Trémery,44,57,200039949, 462    , 35    , -    , -    , -    , -    , -    ,NETP
22369,Trémeur,53,22,200069391, 382    , 26    , -    , -    , -    , 1    , -    ,
22370,Tréméven,53,22,200069086, 209    , 3    , -    , -    , -    , 1    , -    ,
29297,Tréméven,53,29,242900694, 1 075    , 24    , -    , -    , -    , -    , -    ,
52495,Trémilly,44,52,200044253, 42    , 2    , -    , -    , -    , 1    , -    ,
38514,Tréminis,84,38,200030658, 219    , 7    , -    , -    , -    , 1    , 1    ,
70506,Trémoins,27,70,247000722, 155    , 3    , -    , -    , -    , 1    , -    ,
24558,Trémolat,75,24,200034833, 542    , 14    , -    , -    , -    , 1    , -    ,
47314,Trémons,75,47,200068930, 198    , 11    , -    , -    , -    , 1    , -    ,
61492,Trémont,28,61,200035103, 55    , 1    , -    , -    , -    , 1    , -    ,
55514,Trémont-sur-Saulx,44,55,200033025, 269    , 3    , -    ,FRTE , -    , 1    , -    ,
88479,Trémonzey,44,88,200068757, 167    , 4    , -    , -    , -    , 1    , -    ,
22371,Trémorel,53,22,200067460, 560    , 36    , -    , -    , -    , 1    , -    ,
15240,Trémouille,84,15,241501055, 239    , 5    , -    , -    , -    , 1    , 1    ,
63437,Trémouille-Saint-Loup,84,63,200069169, 133    , 1    , -    , -    , -    , 1    , 1    ,
12283,Trémouilles,76,12,241200658, 299    , 9    , -    , -    , -    , 1    , 1    ,
09315,Trémoulet,76,09,200066231, 59    , 1    , -    , -    , -    , 1    , -    ,
22372,Trémuson,53,22,200069409, 874    , 77    , -    ,FRTE , -    , -    , -    ,
39537,Trenal,27,39,200071116, 226    , 5    , -    ,FRTE partielle , -    , 1    , -    ,
40319,Trensacq,75,40,200069656, 181    , 9    , -    , -    , -    , 1    , -    ,
47315,Trentels,75,47,200068930, 437    , 22    , -    , -    , -    , 1    , -    ,
22373,Tréogan,53,22,242900744, 79    , 4    , -    , -    , -    , 1    , -    ,
29298,Tréogat,53,29,242900710, 377    , 8    , -    , -    , -    , 1    , -    ,
28394,Tréon,24,28,200040277, 579    , 16    , -    , -    , -    , 1    , -    ,
29299,Tréouergat,53,29,242900074, 139    , 8    , -    , -    , -    , 1    , -    ,
51580,Trépail,44,51,200067213, 232    , 39    , -    , -    , -    , 1    , -    ,
25569,Trépot,27,25,200068070, 220    , 5    , -    , -    , -    , 1    , -    ,
14710,Tréprel,28,14,241400514, 49    , 1    , -    , -    , -    , 1    , -    ,
38515,Trept,84,38,200068542, 887    , 41    , -    , -    , -    , 1    , -    ,
55515,Trésauvaux,44,55,245501176, 31    , 1    , -    , -    , -    , 1    , -    ,
35343,Tresboeuf,53,35,200070662, 569    , 14    , -    , -    , -    , 1    , -    ,
62830,Trescault,32,62,200035442, 92    , 2    , -    , -    , -    , 1    , -    ,
26354,Treschenu-Creyers,84,26,242600534, 193    , 6    , -    , -    , -    , 1    , 1    ,
05172,Trescléoux,93,05,200068765, 237    , 5    , -    , -    , -    , 1    , 1    ,
70507,Trésilley,27,70,247000706, 99    , 3    , -    , -    , -    , 1    , -    ,
51581,Treslon,44,51,200067213, 94    , 6    , -    , -    , -    , 1    , -    ,
58296,Tresnay,27,58,245804497, 101    , 5    , -    , -    , -    , 1    , -    ,
46322,Trespoux-Rassiels,76,46,200023737, 361    , 17    , -    ,FRTE , -    , 1    , -    ,
30331,Tresques,76,30,200034692, 883    , 47    , -    , -    , -    , -    , -    ,
34313,Tressan,76,34,243400694, 350    , 11    , -    , -    , -    , 1    , -    ,
25570,Tressandans,27,25,247000714, 22    , -    , -    , -    , -    , 1    , -    ,
57678,Tressange,44,57,245701362, 872    , 19    , -    ,FRTE , -    , 1    , -    ,
35344,Tressé,53,35,243500733, 184    , 3    , -    , -    , -    , 1    , -    ,
66214,Tresserre,76,66,246600449, 493    , 15    , -    , -    , -    , 1    , -    ,
73300,Tresserve,84,73,200068674, 1 605    , 53    , -    ,FRTE , -    , -    , -    ,FRTE
33535,Tresses,75,33,243301355, 1 794    , 162    , -    , -    , -    , -    , -    ,
22375,Tressignaux,53,22,200069086, 334    , 15    , -    , -    , -    , -    , -    ,
59602,Tressin,32,59,245900410, 588    , 29    , -    ,FRTE , -    , -    , -    ,FRTE
72361,Tresson,52,72,200072684, 299    , 11    , -    , -    , -    , 1    , -    ,
03289,Treteau,84,03,200071470, 310    , 15    , -    , -    , -    , 1    , -    ,
13110,Trets,93,13,200054807, 4 873    , 343    , -    ,FRTE , -    , -    , -    ,
80769,Treux,32,80,248000499, 107    , 6    , -    , -    , -    , 1    , -    ,
77473,Treuzy-Levelay,11,77,247700032, 218    , 6    , -    , -    , -    , 1    , -    ,
22376,Trévé,53,22,200067460, 752    , 34    , -    , -    , -    , 1    , -    ,
90097,Trévenans,27,90,200069052, 557    , 28    , -    ,FRTE , -    , -    , -    ,
22377,Tréveneuc,53,22,200069409, 597    , 12    , -    , -    , -    , -    , -    ,
55516,Tréveray,44,55,200066108, 338    , 11    , -    , -    , -    , 1    , -    ,
22378,Trévérec,53,22,200069086, 131    , 2    , -    , -    , -    , 1    , -    ,
35345,Trévérien,53,35,243500733, 407    , 8    , -    , -    , -    , 1    , -    ,
30332,Trèves,76,30,200034601, 138    , 5    , -    , -    , -    , 1    , 1    ,
69252,Trèves,84,69,200077014, 284    , 10    , -    ,FRTE , -    , 1    , -    ,
81304,Trévien,76,81,200040905, 137    , 1    , -    , -    , -    , 1    , -    ,
14711,Trévières,28,14,200066801, 503    , 31    , -    , -    , -    , 1    , -    ,
73301,Trévignin,84,73,200068674, 362    , 13    , -    ,FRTE , -    , -    , 1    ,
66215,Trévillach,76,66,200049211, 135    , 2    , -    , -    , -    , 1    , 1    ,
11399,Tréville,76,11,200035855, 59    , 2    , -    , -    , -    , 1    , -    ,
25571,Trévillers,27,25,200023075, 234    , 11    , -    , -    , -    , 1    , 1    ,
89421,Trévilly,27,89,200039709, 42    , 2    , -    , -    , -    , 1    , -    ,
03290,Trévol,84,03,200071140, 733    , 19    , -    ,FRTE , -    , 1    , -    ,
22379,Trévou-Tréguignec,53,22,200065928, 1 295    , 27    , -    , -    , -    , -    , -    ,
01427,Trévoux,84,01,200042497, 3 053    , 224    , -    , -    , -    , -    , -    ,
22380,Trévron,53,22,200068989, 365    , 9    , -    , -    , -    , 1    , -    ,
03291,Trézelles,84,03,200071470, 253    , 12    , -    , -    , -    , 1    , -    ,
22381,Trézény,53,22,200065928, 175    , 3    , -    , -    , -    , 1    , -    ,
11400,Tréziers,76,11,200043776, 69    , 2    , -    , -    , -    , 1    , 1    ,
29301,Trézilidé,53,29,242900751, 153    , 8    , -    , -    , -    , 1    , -    ,
63438,Trézioux,84,63,200067627, 310    , 7    , -    , -    , -    , 1    , 1    ,
16387,Triac-Lautrait,75,16,200070514, 207    , 15    , -    , -    , -    , -    , -    ,
85297,Triaize,52,85,200073260, 663    , 13    , -    , -    , -    , 1    , -    ,
50606,Tribehou,28,50,200042729, 287    , 11    , -    , -    , -    , 1    , -    ,
89422,Trichey,27,89,200039642, 46    , -    , -    , -    , -    , 1    , -    ,
60643,Tricot,32,60,246000566, 644    , 26    , -    , -    , -    , 1    , -    ,ONUM
60644,Trie-Château,32,60,246000707, 863    , 62    , -    , -    , -    , -    , -    ,
60645,Trie-la-Ville,32,60,246000707, 158    , 3    , -    , -    , -    , -    , -    ,
65452,Trie-sur-Baïse,76,65,200070795, 687    , 67    , -    , -    , 1    , 1    , -    ,
78624,Triel-sur-Seine,11,78,200059889, 4 931    , 181    , -    ,FRTE , -    , -    , -    ,FRTE
67493,Triembach-au-Val,44,67,246700777, 230    , 17    , -    , -    , -    , -    , -    ,
54533,Trieux,44,54,200070290, 1 072    , 33    , -    , -    , -    , -    , -    ,
83142,Trigance,93,83,200040210, 226    , 4    , -    , -    , -    , 1    , 1    ,
44210,Trignac,52,44,244400644, 3 459    , 274    , -    ,FRTE , -    , -    , -    ,
51582,Trigny,44,51,200067213, 254    , 28    , -    , -    , -    , 1    , -    ,
45329,Triguères,24,45,200067668, 829    , 24    , -    , -    , -    , 1    , -    ,
77474,Trilbardou,11,77,200072130, 297    , 24    , -    ,FRTE , -    , 1    , -    ,FRTE
66216,Trilla,76,66,246600423, 73    , 1    , -    , -    , -    , 1    , 1    ,
77475,Trilport,11,77,200072130, 2 037    , 110    , -    ,FRTE , -    , -    , -    ,FRTE
67494,Trimbach,44,67,200041283, 241    , 11    , -    , -    , -    , 1    , -    ,ROSA
35346,Trimer,53,35,243500733, 91    , 2    , -    , -    , -    , 1    , -    ,
45330,Trinay,24,45,200035764, 98    , 11    , -    , -    , -    , 1    , -    ,
26355,Triors,84,26,200068781, 235    , 7    , -    ,FRTE , -    , 1    , -    ,
27662,Triqueville,28,27,200065787, 233    , 5    , -    , -    , -    , 1    , -    ,
59603,Trith-Saint-Léger,32,59,200042190, 2 906    , 120    , -    , -    , -    , -    , -    ,
57679,Tritteling-Redlach,44,57,245700133, 223    , 4    , -    , -    , -    , -    , -    ,
71547,Trivy,27,71,200071645, 198    , 6    , -    , -    , -    , 1    , -    ,
15243,Trizac,84,15,241500255, 494    , 16    , -    , -    , -    , 1    , 1    ,
17453,Trizay,75,17,241700517, 604    , 23    , -    , -    , -    , 1    , -    ,
28395,Trizay-Coutretot-Saint-Serge,24,28,200006971, 217    , 4    , -    , -    , -    , 1    , -    ,
28396,Trizay-lès-Bonneval,24,28,242852465, 162    , 6    , -    , -    , -    , 1    , -    ,
19270,Troche,75,19,200066603, 312    , 9    , -    , -    , -    , 1    , -    ,
21644,Trochères,27,21,200072825, 66    , 2    , -    , -    , -    , 1    , -    ,
77476,Trocy-en-Multien,11,77,247700065, 101    , 6    , -    , -    , -    , 1    , -    ,
02749,Troësnes,32,02,200071991, 103    , 4    , -    , -    , -    , 1    , -    ,
22383,Troguéry,53,22,200065928, 146    , 3    , -    , -    , -    , -    , -    ,
37262,Trogues,24,37,200072668, 177    , 4    , -    , -    , -    , 1    , -    ,
23255,Trois-Fonds,75,23,200067544, 93    , 3    , -    , -    , -    , 1    , -    ,
51583,Trois-Fontaines-l'Abbaye,44,51,200068666, 103    , 3    , -    , -    , -    , 1    , -    ,
14713,Trois-Monts,28,14,200066710, 158    , 8    , -    , -    , -    , 1    , -    ,
16388,Trois-Palis,75,16,200071827, 363    , 14    , -    , -    , -    , -    , -    ,
51584,Trois-Puits,44,51,200067213, 75    , 12    , -    , -    , -    , 1    , -    ,
97132,Trois-Rivières,01,971,249710070, 4 715    , 126    , -    , -    , 1    , -    , 1    ,
58297,Trois-Vèvres,27,58,200067908, 153    , 2    , -    , -    , -    , 1    , -    ,
64537,Trois-Villes,75,64,200067106, 92    , 5    , -    , -    , -    , 1    , 1    ,
57680,Troisfontaines,44,57,200068146, 659    , 36    , -    , -    , -    , -    , -    ,
52497,Troisfontaines-la-Ville,44,52,200068666, 209    , 13    , -    , -    , -    , 1    , -    ,
60646,Troissereux,32,60,200067999, 520    , 33    , -    ,SFR0 , -    , 1    , -    ,
51585,Troissy,44,51,200066850, 425    , 47    , -    , -    , -    , 1    , -    ,
62831,Troisvaux,32,62,200069672, 120    , 8    , -    , -    , -    , 1    , -    ,
59604,Troisvilles,32,59,200030633, 341    , 10    , -    , -    , -    , 1    , -    ,
70509,Tromarey,27,70,200041887, 51    , 2    , -    , -    , -    , 1    , -    ,
57681,Tromborn,44,57,200067650, 160    , 3    , -    , -    , -    , 1    , -    ,
32455,Troncens,76,32,243200508, 95    , 9    , -    , -    , -    , 1    , -    ,
89423,Tronchoy,27,89,200039642, 91    , 5    , -    , -    , -    , 1    , -    ,
71548,Tronchy,27,71,200071538, 121    , 5    , -    , -    , -    , 1    , -    ,
54534,Trondes,44,54,200070563, 211    , 7    , -    , -    , -    , 1    , -    ,
03292,Tronget,84,03,200071496, 494    , 19    , -    , -    , -    , 1    , -    ,
58298,Tronsanges,27,58,200068088, 195    , 7    , -    , -    , -    , 1    , -    ,
54535,Tronville,44,54,200070738, 91    , 6    , -    , -    , -    , 1    , -    ,
55519,Tronville-en-Barrois,44,55,200033025, 766    , 25    , -    , -    , -    , -    , -    ,
41265,Troo,24,41,200072072, 282    , 10    , -    , -    , -    , 1    , -    ,
60647,Trosly-Breuil,32,60,246000749, 940    , 41    , -    , -    , -    , -    , -    ,ONUM
02750,Trosly-Loire,32,02,200071769, 288    , 18    , -    , -    , -    , 1    , -    ,
10386,Trouans,44,10,200071777, 123    , 6    , -    , -    , -    , 1    , -    ,
65453,Troubat,76,65,200070829, 69    , 1    , -    , -    , -    , 1    , 1    ,
21645,Trouhans,27,21,242101509, 270    , 8    , -    , -    , -    , 1    , -    ,
21646,Trouhaut,27,21,200039063, 87    , 1    , -    , -    , -    , 1    , -    ,
66217,Trouillas,76,66,246600449, 981    , 37    , -    , -    , -    , 1    , -    ,
65454,Trouley-Labarthe,76,65,200072106, 50    , 3    , -    , -    , 1    , 1    , -    ,
60648,Troussencourt,32,60,200068005, 138    , 3    , -    , -    , -    , 1    , -    ,
55520,Troussey,44,55,200066157, 199    , 6    , -    , -    , -    , 1    , -    ,
25572,Trouvans,27,25,200068294, 45    , -    , -    , -    , -    , 1    , -    ,
76715,Trouville,28,76,200010700, 241    , 18    , -    , -    , -    , 1    , -    ,
27665,Trouville-la-Haule,28,27,200066405, 360    , 15    , -    , -    , -    , 1    , -    ,
14715,Trouville-sur-Mer,28,14,241400415, 8 554    , 292    , -    , -    , -    , -    , -    ,TUTO
18267,Trouy,24,18,241800507, 1 669    , 44    , -    ,FRTE , -    , 1    , -    ,FRTE
09316,Troye-d'Ariège,76,09,200044469, 70    , 1    , -    , -    , -    , 1    , -    ,
10387,Troyes,44,10,200069250, 36 294    , 1 897    , -    ,FRTE , -    , -    , -    ,FRTE
55521,Troyon,44,55,245500327, 121    , 5    , -    , -    , -    , 1    , -    ,
67495,Truchtersheim,44,67,200034635, 1 763    , 121    , -    , -    , -    , -    , -    ,
02751,Trucy,32,02,240200592, 65    , 2    , -    , -    , -    , 1    , -    ,
58299,Trucy-l'Orgueilleux,27,58,200067429, 170    , 2    , -    , -    , -    , 1    , -    ,
89424,Trucy-sur-Yonne,27,89,200067080, 122    , 1    , -    , -    , -    , 1    , -    ,
21647,Trugny,27,21,242101509, 70    , 2    , -    , -    , -    , -    , -    ,
26356,Truinas,84,26,242600492, 96    , 1    , -    , -    , -    , 1    , 1    ,
60650,Trumilly,32,60,246000871, 187    , 8    , -    , -    , -    , 1    , -    ,
61494,Trun,28,61,200068450, 676    , 44    , -    , -    , -    , 1    , -    ,
14716,Trungy,28,14,200066801, 99    , 4    , -    , -    , -    , 1    , -    ,
37263,Truyes,24,37,200072650, 961    , 39    , -    , -    , -    , -    , -    ,
97617,Tsingoni,06,976,200059871, 3 099    , -    , -    , -    , -    , -    , -    ,
62832,Tubersent,32,62,200069029, 219    , 8    , -    , -    , -    , 1    , -    ,
11401,Tuchan,76,11,200070365, 694    , 27    , -    , -    , -    , 1    , -    ,
54536,Tucquegnieux,44,54,200070290, 1 359    , 41    , -    , -    , -    , -    , -    ,
19271,Tudeils,75,19,200066769, 179    , 5    , -    , -    , -    , 1    , 1    ,
32456,Tudelle,76,32,243200607, 33    , 1    , -    , -    , -    , 1    , -    ,
49003,Tuffalun,52,49,200071876, 830    , 40    , -    , -    , -    , 1    , -    ,
72363,Tuffé Val de la Chéronne,52,72,247200686, 889    , 46    , -    , -    , -    , 1    , -    ,
17454,Tugéras-Saint-Maurice,75,17,200041523, 201    , 5    , -    , -    , -    , 1    , -    ,
02752,Tugny-et-Pont,32,02,200071892, 121    , 6    , -    , -    , -    , 1    , -    ,
26357,Tulette,84,26,200042901, 1 059    , 83    , -    , -    , -    , 1    , -    ,
19272,Tulle,75,19,241927201, 9 157    , 764    , -    ,SFR0 , -    , -    , 1    ,FRTE
38517,Tullins,84,38,243800984, 3 534    , 213    , -    , -    , -    , -    , 1    ,
80770,Tully,32,80,200070944, 277    , 8    , -    , -    , -    , -    , -    ,
02753,Tupigny,32,02,200071983, 182    , 10    , -    , -    , -    , 1    , -    ,
69253,Tupin-et-Semons,84,69,200077014, 261    , 14    , -    ,FRTE , -    , -    , -    ,
21648,Turcey,27,21,200039063, 108    , -    , -    , -    , -    , 1    , -    ,
68338,Turckheim,44,68,246800726, 2 113    , 101    , -    ,FRTE , -    , -    , 1    ,
19273,Turenne,75,19,200043172, 539    , 13    , -    ,FRTE , -    , 1    , -    ,
16389,Turgon,75,16,200072049, 62    , 3    , -    , -    , -    , 1    , -    ,
10388,Turgy,44,10,200071041, 34    , -    , -    , -    , -    , 1    , -    ,
89425,Turny,27,89,200067304, 397    , 13    , -    , -    , -    , 1    , -    ,
49358,Turquant,52,49,200071876, 296    , 20    , -    , -    , -    , -    , -    ,
57682,Turquestein-Blancrupt,44,57,200068146, 31    , 2    , -    , -    , -    , 1    , 1    ,TDSP
50609,Turqueville,28,50,200042729, 79    , 5    , -    , -    , -    , 1    , -    ,
76716,Turretot,28,76,247600497, 589    , 16    , -    , -    , -    , -    , -    ,
04222,Turriers,93,04,200068765, 237    , 9    , -    , -    , -    , 1    , 1    ,
24559,Tursac,75,24,200041168, 274    , 13    , -    , -    , -    , 1    , -    ,
16390,Tusson,75,16,200072023, 187    , 10    , -    , -    , -    , 1    , -    ,
65455,Tuzaguet,76,65,200070829, 270    , 4    , -    , -    , 1    , 1    , -    ,
16391,Tuzie,75,16,200043016, 76    , 1    , -    , -    , -    , 1    , -    ,
04033,Ubaye-Serre-Ponçon,93,04,200072304, 651    , 22    , -    , -    , -    , 1    , 1    ,
88480,Ubexy,44,88,200068757, 72    , 3    , -    , -    , -    , 1    , -    ,
04224,Ubraye,93,04,200068625, 151    , 3    , -    , -    , -    , 1    , 1    ,
2A330,Ucciani,94,2A,242000503, 347    , 6    , -    , -    , -    , 1    , 1    ,
07325,Ucel,84,07,200073245, 1 039    , 30    , -    , -    , -    , -    , -    ,
40320,Uchacq-et-Parentis,75,40,244000808, 251    , 11    , -    ,FRTE , -    , 1    , -    ,
30333,Uchaud,76,30,243000569, 1 887    , 51    , -    , -    , -    , -    , -    ,
84135,Uchaux,93,84,248400160, 718    , 31    , -    , -    , -    , 1    , -    ,
71550,Uchizy,27,71,200069698, 470    , 19    , -    , -    , -    , 1    , -    ,
71551,Uchon,27,71,200070530, 102    , 2    , -    , -    , -    , 1    , 1    ,
57683,Uckange,44,57,245701222, 2 855    , 108    , -    , -    , -    , -    , -    ,
68340,Ueberstrass,44,68,200066033, 153    , 14    , -    , -    , -    , 1    , -    ,
68341,Uffheim,44,68,200066058, 396    , 5    , -    , -    , -    , -    , -    ,
68342,Uffholtz,44,68,200036465, 781    , 33    , -    , -    , -    , -    , -    ,
73303,Ugine,84,73,200068997, 3 835    , 165    , -    , -    , -    , -    , 1    ,
65456,Uglas,76,65,200070787, 140    , 5    , -    , -    , 1    , 1    , -    ,
65457,Ugnouas,76,65,200072106, 31    , 2    , -    , -    , 1    , 1    , -    ,
54537,Ugny,44,54,245400262, 283    , 5    , -    , -    , -    , 1    , -    ,
80771,Ugny-l'Équipée,32,80,200070985, 19    , -    , -    , -    , -    , 1    , -    ,
02754,Ugny-le-Gay,32,02,200071785, 88    , 3    , -    , -    , -    , 1    , -    ,
55522,Ugny-sur-Meuse,44,55,200066157, 69    , 1    , -    , -    , -    , 1    , -    ,
64538,Uhart-Cize,75,64,200067106, 552    , 28    , -    , -    , -    , -    , 1    ,
64539,Uhart-Mixe,75,64,200067106, 104    , 5    , -    , -    , -    , 1    , 1    ,
